filename,split,class,stage
leaf_rust_005.jpg,train,leaf_rust,Healthy
leaf_rust_033.jpg,train,leaf_rust,Healthy
leaf_rust_143.jpg,train,leaf_rust,Healthy
leaf_rust_146.jpg,train,leaf_rust,Healthy
leaf_rust_110.jpg,train,leaf_rust,Healthy
leaf_rust_145.jpg,train,leaf_rust,Healthy
leaf_rust_011.jpg,train,leaf_rust,Healthy
leaf_rust_063.jpg,train,leaf_rust,Healthy
leaf_rust_113.jpg,train,leaf_rust,Healthy
leaf_rust_147.jpg,train,leaf_rust,Healthy
leaf_rust_167.jpg,train,leaf_rust,Healthy
leaf_rust_001.jpg,train,leaf_rust,Healthy
leaf_rust_199.jpg,train,leaf_rust,Healthy
leaf_rust_154.jpg,train,leaf_rust,Healthy
leaf_rust_071.jpg,train,leaf_rust,Healthy
leaf_rust_124.jpg,train,leaf_rust,Healthy
leaf_rust_065.jpg,train,leaf_rust,Healthy
leaf_rust_045.jpg,train,leaf_rust,Healthy
leaf_rust_164.jpg,train,leaf_rust,Healthy
leaf_rust_029.jpg,train,leaf_rust,Healthy
leaf_rust_041.jpg,train,leaf_rust,Healthy
leaf_rust_109.jpg,train,leaf_rust,Healthy
leaf_rust_156.jpg,train,leaf_rust,Healthy
leaf_rust_157.jpg,train,leaf_rust,Healthy
leaf_rust_026.jpg,train,leaf_rust,Healthy
leaf_rust_024.jpg,train,leaf_rust,Healthy
leaf_rust_185.jpg,train,leaf_rust,Healthy
leaf_rust_148.jpg,train,leaf_rust,Healthy
leaf_rust_082.jpg,train,leaf_rust,Healthy
leaf_rust_040.jpg,train,leaf_rust,Healthy
leaf_rust_169.jpg,train,leaf_rust,Healthy
leaf_rust_048.jpg,train,leaf_rust,Healthy
leaf_rust_095.jpg,train,leaf_rust,Healthy
leaf_rust_155.jpg,train,leaf_rust,Healthy
leaf_rust_044.jpg,train,leaf_rust,Healthy
leaf_rust_139.jpg,train,leaf_rust,Healthy
leaf_rust_004.jpg,train,leaf_rust,Healthy
leaf_rust_106.jpg,train,leaf_rust,Healthy
leaf_rust_054.jpg,train,leaf_rust,Healthy
leaf_rust_134.jpg,train,leaf_rust,Healthy
leaf_rust_181.jpg,train,leaf_rust,Healthy
leaf_rust_179.jpg,train,leaf_rust,Healthy
leaf_rust_186.jpg,train,leaf_rust,Healthy
leaf_rust_050.jpg,train,leaf_rust,Healthy
leaf_rust_081.jpg,train,leaf_rust,Healthy
leaf_rust_035.jpg,train,leaf_rust,Healthy
leaf_rust_008.jpg,train,leaf_rust,Healthy
leaf_rust_111.jpg,train,leaf_rust,Healthy
leaf_rust_092.jpg,train,leaf_rust,Healthy
leaf_rust_084.jpg,train,leaf_rust,Healthy
leaf_rust_177.jpg,train,leaf_rust,Healthy
leaf_rust_182.jpg,train,leaf_rust,Healthy
leaf_rust_090.jpg,train,leaf_rust,Healthy
leaf_rust_009.jpg,train,leaf_rust,Healthy
leaf_rust_014.jpg,train,leaf_rust,Healthy
leaf_rust_060.jpg,train,leaf_rust,Healthy
leaf_rust_172.jpg,train,leaf_rust,Healthy
leaf_rust_132.jpg,train,leaf_rust,Healthy
leaf_rust_018.jpg,train,leaf_rust,Healthy
leaf_rust_073.jpg,train,leaf_rust,Healthy
leaf_rust_176.jpg,train,leaf_rust,Healthy
leaf_rust_135.jpg,train,leaf_rust,Healthy
leaf_rust_168.jpg,train,leaf_rust,Healthy
leaf_rust_184.jpg,train,leaf_rust,Healthy
leaf_rust_064.jpg,train,leaf_rust,Healthy
leaf_rust_055.jpg,train,leaf_rust,Healthy
leaf_rust_108.jpg,train,leaf_rust,Healthy
leaf_rust_051.jpg,train,leaf_rust,Healthy
leaf_rust_197.jpg,train,leaf_rust,Healthy
leaf_rust_059.jpg,train,leaf_rust,Healthy
leaf_rust_049.jpg,train,leaf_rust,Healthy
leaf_rust_089.jpg,train,leaf_rust,Healthy
leaf_rust_022.jpg,train,leaf_rust,Healthy
leaf_rust_058.jpg,train,leaf_rust,Healthy
leaf_rust_161.jpg,train,leaf_rust,Healthy
leaf_rust_193.jpg,train,leaf_rust,Healthy
leaf_rust_130.jpg,train,leaf_rust,Healthy
leaf_rust_038.jpg,train,leaf_rust,Healthy
leaf_rust_158.jpg,train,leaf_rust,Healthy
leaf_rust_194.jpg,train,leaf_rust,Healthy
leaf_rust_002.jpg,train,leaf_rust,Healthy
leaf_rust_053.jpg,train,leaf_rust,Healthy
leaf_rust_150.jpg,train,leaf_rust,Healthy
leaf_rust_131.jpg,train,leaf_rust,Healthy
leaf_rust_152.jpg,train,leaf_rust,Healthy
leaf_rust_104.jpg,train,leaf_rust,Healthy
leaf_rust_100.jpg,train,leaf_rust,Healthy
leaf_rust_117.jpg,train,leaf_rust,Healthy
leaf_rust_088.jpg,train,leaf_rust,Healthy
leaf_rust_075.jpg,train,leaf_rust,Healthy
leaf_rust_122.jpg,train,leaf_rust,Healthy
leaf_rust_200.jpg,train,leaf_rust,Healthy
leaf_rust_021.jpg,train,leaf_rust,Healthy
leaf_rust_189.jpg,train,leaf_rust,Healthy
leaf_rust_072.jpg,train,leaf_rust,Healthy
leaf_rust_107.jpg,train,leaf_rust,Healthy
leaf_rust_015.jpg,train,leaf_rust,Healthy
leaf_rust_093.jpg,train,leaf_rust,Healthy
leaf_rust_180.jpg,train,leaf_rust,Healthy
leaf_rust_103.jpg,train,leaf_rust,Healthy
leaf_spot_170.jpg,train,leaf_spot,Healthy
leaf_spot_098.jpg,train,leaf_spot,Healthy
leaf_spot_032.jpg,train,leaf_spot,Healthy
leaf_spot_013.jpg,train,leaf_spot,Healthy
leaf_spot_036.jpg,train,leaf_spot,Healthy
leaf_spot_120.jpg,train,leaf_spot,Healthy
leaf_spot_043.jpg,train,leaf_spot,Healthy
leaf_spot_190.jpg,train,leaf_spot,Healthy
leaf_spot_091.jpg,train,leaf_spot,Healthy
leaf_spot_137.jpg,train,leaf_spot,Healthy
leaf_spot_052.jpg,train,leaf_spot,Healthy
leaf_spot_128.jpg,train,leaf_spot,Healthy
leaf_spot_163.jpg,train,leaf_spot,Healthy
leaf_spot_042.jpg,train,leaf_spot,Healthy
leaf_spot_119.jpg,train,leaf_spot,Healthy
leaf_spot_114.jpg,train,leaf_spot,Healthy
leaf_spot_027.jpg,train,leaf_spot,Healthy
leaf_spot_140.jpg,train,leaf_spot,Healthy
leaf_spot_101.jpg,train,leaf_spot,Healthy
leaf_spot_112.jpg,train,leaf_spot,Healthy
leaf_spot_003.jpg,train,leaf_spot,Healthy
leaf_spot_078.jpg,train,leaf_spot,Healthy
leaf_spot_047.jpg,train,leaf_spot,Healthy
leaf_spot_188.jpg,train,leaf_spot,Healthy
leaf_spot_192.jpg,train,leaf_spot,Healthy
leaf_spot_086.jpg,train,leaf_spot,Healthy
leaf_spot_162.jpg,train,leaf_spot,Healthy
leaf_spot_037.jpg,train,leaf_spot,Healthy
leaf_spot_191.jpg,train,leaf_spot,Healthy
leaf_spot_062.jpg,train,leaf_spot,Healthy
leaf_spot_023.jpg,train,leaf_spot,Healthy
leaf_spot_142.jpg,train,leaf_spot,Healthy
leaf_spot_102.jpg,train,leaf_spot,Healthy
leaf_spot_034.jpg,train,leaf_spot,Healthy
leaf_spot_012.jpg,train,leaf_spot,Healthy
leaf_spot_195.jpg,train,leaf_spot,Healthy
leaf_spot_160.jpg,train,leaf_spot,Healthy
leaf_spot_007.jpg,train,leaf_spot,Healthy
leaf_spot_028.jpg,train,leaf_spot,Healthy
leaf_spot_121.jpg,train,leaf_spot,Healthy
leaf_spot_005.jpg,train,leaf_spot,Healthy
leaf_spot_033.jpg,train,leaf_spot,Healthy
leaf_spot_143.jpg,train,leaf_spot,Healthy
leaf_spot_146.jpg,train,leaf_spot,Healthy
leaf_spot_110.jpg,train,leaf_spot,Healthy
leaf_spot_145.jpg,train,leaf_spot,Healthy
leaf_spot_011.jpg,train,leaf_spot,Healthy
leaf_spot_063.jpg,train,leaf_spot,Healthy
leaf_spot_113.jpg,train,leaf_spot,Healthy
leaf_spot_147.jpg,train,leaf_spot,Healthy
leaf_spot_167.jpg,train,leaf_spot,Healthy
leaf_spot_001.jpg,train,leaf_spot,Healthy
leaf_spot_199.jpg,train,leaf_spot,Healthy
leaf_spot_154.jpg,train,leaf_spot,Healthy
leaf_spot_071.jpg,train,leaf_spot,Healthy
leaf_spot_124.jpg,train,leaf_spot,Healthy
leaf_spot_065.jpg,train,leaf_spot,Healthy
leaf_spot_045.jpg,train,leaf_spot,Healthy
leaf_spot_164.jpg,train,leaf_spot,Healthy
leaf_spot_029.jpg,train,leaf_spot,Healthy
leaf_spot_041.jpg,train,leaf_spot,Healthy
leaf_spot_109.jpg,train,leaf_spot,Healthy
leaf_spot_156.jpg,train,leaf_spot,Healthy
leaf_spot_157.jpg,train,leaf_spot,Healthy
leaf_spot_026.jpg,train,leaf_spot,Healthy
leaf_spot_024.jpg,train,leaf_spot,Healthy
leaf_spot_185.jpg,train,leaf_spot,Healthy
leaf_spot_148.jpg,train,leaf_spot,Healthy
leaf_spot_082.jpg,train,leaf_spot,Healthy
leaf_spot_040.jpg,train,leaf_spot,Healthy
leaf_spot_169.jpg,train,leaf_spot,Healthy
leaf_spot_048.jpg,train,leaf_spot,Healthy
leaf_spot_095.jpg,train,leaf_spot,Healthy
leaf_spot_155.jpg,train,leaf_spot,Healthy
leaf_spot_044.jpg,train,leaf_spot,Healthy
leaf_spot_139.jpg,train,leaf_spot,Healthy
leaf_spot_004.jpg,train,leaf_spot,Healthy
leaf_spot_106.jpg,train,leaf_spot,Healthy
leaf_spot_054.jpg,train,leaf_spot,Healthy
leaf_spot_134.jpg,train,leaf_spot,Healthy
leaf_spot_181.jpg,train,leaf_spot,Healthy
leaf_spot_179.jpg,train,leaf_spot,Healthy
leaf_spot_186.jpg,train,leaf_spot,Healthy
leaf_spot_050.jpg,train,leaf_spot,Healthy
leaf_spot_081.jpg,train,leaf_spot,Healthy
leaf_spot_035.jpg,train,leaf_spot,Healthy
leaf_spot_008.jpg,train,leaf_spot,Healthy
leaf_spot_111.jpg,train,leaf_spot,Healthy
leaf_spot_092.jpg,train,leaf_spot,Healthy
leaf_spot_084.jpg,train,leaf_spot,Healthy
leaf_spot_177.jpg,train,leaf_spot,Healthy
leaf_spot_182.jpg,train,leaf_spot,Healthy
leaf_spot_090.jpg,train,leaf_spot,Healthy
leaf_spot_009.jpg,train,leaf_spot,Healthy
leaf_spot_014.jpg,train,leaf_spot,Healthy
leaf_spot_060.jpg,train,leaf_spot,Healthy
leaf_spot_172.jpg,train,leaf_spot,Healthy
leaf_spot_132.jpg,train,leaf_spot,Healthy
leaf_spot_018.jpg,train,leaf_spot,Healthy
leaf_spot_073.jpg,train,leaf_spot,Healthy
leaf_spot_176.jpg,train,leaf_spot,Healthy
leaf_spot_135.jpg,train,leaf_spot,Healthy
leaf_spot_168.jpg,train,leaf_spot,Healthy
leaf_spot_184.jpg,train,leaf_spot,Healthy
leaf_spot_064.jpg,train,leaf_spot,Healthy
leaf_spot_055.jpg,train,leaf_spot,Healthy
leaf_spot_108.jpg,train,leaf_spot,Healthy
leaf_spot_051.jpg,train,leaf_spot,Healthy
leaf_spot_197.jpg,train,leaf_spot,Healthy
leaf_spot_059.jpg,train,leaf_spot,Healthy
leaf_spot_049.jpg,train,leaf_spot,Healthy
leaf_spot_089.jpg,train,leaf_spot,Healthy
leaf_spot_022.jpg,train,leaf_spot,Healthy
leaf_spot_058.jpg,train,leaf_spot,Healthy
leaf_spot_161.jpg,train,leaf_spot,Healthy
leaf_spot_193.jpg,train,leaf_spot,Healthy
leaf_spot_130.jpg,train,leaf_spot,Healthy
leaf_spot_038.jpg,train,leaf_spot,Healthy
leaf_spot_158.jpg,train,leaf_spot,Healthy
leaf_spot_194.jpg,train,leaf_spot,Healthy
leaf_spot_002.jpg,train,leaf_spot,Healthy
leaf_spot_053.jpg,train,leaf_spot,Healthy
leaf_spot_150.jpg,train,leaf_spot,Healthy
leaf_spot_131.jpg,train,leaf_spot,Healthy
leaf_spot_152.jpg,train,leaf_spot,Healthy
leaf_spot_104.jpg,train,leaf_spot,Healthy
leaf_spot_100.jpg,train,leaf_spot,Healthy
leaf_spot_117.jpg,train,leaf_spot,Healthy
leaf_spot_088.jpg,train,leaf_spot,Healthy
leaf_spot_075.jpg,train,leaf_spot,Healthy
leaf_spot_122.jpg,train,leaf_spot,Healthy
leaf_spot_200.jpg,train,leaf_spot,Healthy
leaf_spot_021.jpg,train,leaf_spot,Healthy
leaf_spot_189.jpg,train,leaf_spot,Healthy
leaf_spot_072.jpg,train,leaf_spot,Healthy
leaf_spot_107.jpg,train,leaf_spot,Healthy
leaf_spot_015.jpg,train,leaf_spot,Healthy
leaf_spot_093.jpg,train,leaf_spot,Healthy
leaf_spot_180.jpg,train,leaf_spot,Healthy
leaf_spot_103.jpg,train,leaf_spot,Healthy
brown_spot_170.jpg,train,brown_spot,Healthy
brown_spot_098.jpg,train,brown_spot,Healthy
brown_spot_032.jpg,train,brown_spot,Healthy
brown_spot_013.jpg,train,brown_spot,Healthy
brown_spot_036.jpg,train,brown_spot,Healthy
brown_spot_120.jpg,train,brown_spot,Healthy
brown_spot_043.jpg,train,brown_spot,Healthy
brown_spot_190.jpg,train,brown_spot,Healthy
brown_spot_091.jpg,train,brown_spot,Healthy
brown_spot_137.jpg,train,brown_spot,Healthy
brown_spot_052.jpg,train,brown_spot,Healthy
brown_spot_128.jpg,train,brown_spot,Healthy
brown_spot_163.jpg,train,brown_spot,Healthy
brown_spot_042.jpg,train,brown_spot,Healthy
brown_spot_119.jpg,train,brown_spot,Healthy
brown_spot_114.jpg,train,brown_spot,Healthy
brown_spot_027.jpg,train,brown_spot,Healthy
brown_spot_140.jpg,train,brown_spot,Healthy
brown_spot_101.jpg,train,brown_spot,Healthy
brown_spot_112.jpg,train,brown_spot,Healthy
brown_spot_003.jpg,train,brown_spot,Healthy
brown_spot_078.jpg,train,brown_spot,Healthy
brown_spot_047.jpg,train,brown_spot,Healthy
brown_spot_188.jpg,train,brown_spot,Healthy
brown_spot_192.jpg,train,brown_spot,Healthy
brown_spot_086.jpg,train,brown_spot,Healthy
brown_spot_162.jpg,train,brown_spot,Healthy
brown_spot_037.jpg,train,brown_spot,Healthy
brown_spot_191.jpg,train,brown_spot,Healthy
brown_spot_062.jpg,train,brown_spot,Healthy
brown_spot_023.jpg,train,brown_spot,Healthy
brown_spot_142.jpg,train,brown_spot,Healthy
brown_spot_102.jpg,train,brown_spot,Healthy
brown_spot_034.jpg,train,brown_spot,Healthy
brown_spot_012.jpg,train,brown_spot,Healthy
brown_spot_195.jpg,train,brown_spot,Healthy
brown_spot_160.jpg,train,brown_spot,Healthy
brown_spot_007.jpg,train,brown_spot,Healthy
brown_spot_028.jpg,train,brown_spot,Healthy
brown_spot_121.jpg,train,brown_spot,Healthy
brown_spot_005.jpg,train,brown_spot,Healthy
brown_spot_033.jpg,train,brown_spot,Healthy
brown_spot_143.jpg,train,brown_spot,Healthy
brown_spot_146.jpg,train,brown_spot,Healthy
brown_spot_110.jpg,train,brown_spot,Healthy
brown_spot_145.jpg,train,brown_spot,Healthy
brown_spot_011.jpg,train,brown_spot,Healthy
brown_spot_063.jpg,train,brown_spot,Healthy
brown_spot_113.jpg,train,brown_spot,Healthy
brown_spot_147.jpg,train,brown_spot,Healthy
brown_spot_167.jpg,train,brown_spot,Healthy
brown_spot_001.jpg,train,brown_spot,Healthy
brown_spot_199.jpg,train,brown_spot,Healthy
brown_spot_154.jpg,train,brown_spot,Healthy
brown_spot_071.jpg,train,brown_spot,Healthy
brown_spot_124.jpg,train,brown_spot,Healthy
brown_spot_065.jpg,train,brown_spot,Healthy
brown_spot_045.jpg,train,brown_spot,Healthy
brown_spot_164.jpg,train,brown_spot,Healthy
brown_spot_029.jpg,train,brown_spot,Healthy
brown_spot_041.jpg,train,brown_spot,Healthy
brown_spot_109.jpg,train,brown_spot,Healthy
brown_spot_156.jpg,train,brown_spot,Healthy
brown_spot_157.jpg,train,brown_spot,Healthy
brown_spot_026.jpg,train,brown_spot,Healthy
brown_spot_024.jpg,train,brown_spot,Healthy
brown_spot_185.jpg,train,brown_spot,Healthy
brown_spot_148.jpg,train,brown_spot,Healthy
brown_spot_082.jpg,train,brown_spot,Healthy
brown_spot_040.jpg,train,brown_spot,Healthy
brown_spot_169.jpg,train,brown_spot,Healthy
brown_spot_048.jpg,train,brown_spot,Healthy
brown_spot_095.jpg,train,brown_spot,Healthy
brown_spot_155.jpg,train,brown_spot,Healthy
brown_spot_044.jpg,train,brown_spot,Healthy
brown_spot_139.jpg,train,brown_spot,Healthy
brown_spot_004.jpg,train,brown_spot,Healthy
brown_spot_106.jpg,train,brown_spot,Healthy
brown_spot_054.jpg,train,brown_spot,Healthy
brown_spot_134.jpg,train,brown_spot,Healthy
brown_spot_181.jpg,train,brown_spot,Healthy
brown_spot_179.jpg,train,brown_spot,Healthy
brown_spot_186.jpg,train,brown_spot,Healthy
brown_spot_050.jpg,train,brown_spot,Healthy
brown_spot_081.jpg,train,brown_spot,Healthy
brown_spot_035.jpg,train,brown_spot,Healthy
brown_spot_008.jpg,train,brown_spot,Healthy
brown_spot_111.jpg,train,brown_spot,Healthy
brown_spot_092.jpg,train,brown_spot,Healthy
brown_spot_084.jpg,train,brown_spot,Healthy
brown_spot_177.jpg,train,brown_spot,Healthy
brown_spot_182.jpg,train,brown_spot,Healthy
brown_spot_090.jpg,train,brown_spot,Healthy
brown_spot_009.jpg,train,brown_spot,Healthy
brown_spot_014.jpg,train,brown_spot,Healthy
brown_spot_060.jpg,train,brown_spot,Healthy
brown_spot_172.jpg,train,brown_spot,Healthy
brown_spot_132.jpg,train,brown_spot,Healthy
brown_spot_018.jpg,train,brown_spot,Healthy
brown_spot_073.jpg,train,brown_spot,Healthy
brown_spot_176.jpg,train,brown_spot,Healthy
brown_spot_135.jpg,train,brown_spot,Healthy
brown_spot_168.jpg,train,brown_spot,Healthy
brown_spot_184.jpg,train,brown_spot,Healthy
brown_spot_064.jpg,train,brown_spot,Healthy
brown_spot_055.jpg,train,brown_spot,Healthy
brown_spot_108.jpg,train,brown_spot,Healthy
brown_spot_051.jpg,train,brown_spot,Healthy
brown_spot_197.jpg,train,brown_spot,Healthy
brown_spot_059.jpg,train,brown_spot,Healthy
brown_spot_049.jpg,train,brown_spot,Healthy
brown_spot_089.jpg,train,brown_spot,Healthy
brown_spot_022.jpg,train,brown_spot,Healthy
brown_spot_058.jpg,train,brown_spot,Healthy
brown_spot_161.jpg,train,brown_spot,Healthy
brown_spot_193.jpg,train,brown_spot,Healthy
